earnings,enrollment,admission_rate,sat_avg,avg_cost,pell_pct,completion_rate,median_debt,CONTROL,REGION,log_earnings,log_enrollment
89816,909,NA,NA,NA,0.3504,NA,17014,2,8,11.405518412138616,6.813444599510896
38870,22427,NA,NA,14503,0.3737,NA,7000,1,8,10.567978023846269,10.018065457243564
70649,158,NA,NA,57740,0.0694,0.5,10950,2,8,11.16547923373083,5.0689042022202315
41133,6694,NA,NA,21772,0.1976,NA,5795,1,8,10.624565998024766,8.809116258125274
44521,13436,NA,NA,21400,0.2823,NA,12500,1,8,10.703716266952133,9.50576737487541
32172,3706,NA,NA,13624,0.2267,NA,10000,1,8,10.37885178802396,8.217978203150732
35233,9998,NA,NA,20457,0.3193,NA,9500,1,8,10.469738422407529,9.21024036697585
42678,12601,NA,NA,20546,0.256,0.3212,9500,1,8,10.66143884396157,9.441610810502
57106,1622,0.8402,NA,54845,0.2124,0.6773,16327,2,8,10.952664468932817,7.392031567514591
36190,11198,NA,NA,18924,0.2624,NA,9500,1,8,10.496538116557788,9.323579767582693
115318,204,NA,NA,NA,0.3273,NA,9500,1,8,11.655448808556507,5.3230099791384085
39834,7999,NA,NA,21717,0.2067,0.2003,10432,1,8,10.592476097947214,8.987196820661973
42454,7320,NA,NA,16056,0.2915,NA,9326,1,8,10.656176415804389,8.898502209646642
78349,7094,0.4508,1359,83943,0.1322,0.7887,15000,2,8,11.268928484460853,8.867145589594143
23148,229,NA,NA,NA,0.4956,NA,6333,3,8,10.04966366269373,5.438079308923196
25913,70,NA,NA,NA,0.3609,NA,6333,3,8,10.16250005226458,4.2626798770413155
25913,90,NA,NA,NA,0.4379,NA,6333,3,8,10.16250005226458,4.51085950651685
20358,86,NA,NA,NA,0.4734,NA,7534,3,8,9.921229234012285,4.465908118654584
45328,2000,0.6338,NA,NA,0.4745,NA,7060,3,8,10.721680222070297,7.601402334583733
42654,4042,NA,NA,21015,0.165,NA,10062,1,8,10.660876335157537,8.304742269640771
40243,2870,NA,NA,17544,0.2793,NA,9500,1,8,10.602691354678605,7.962415680121064
76419,752,0.6847,NA,72020,0.3105,0.535,13000,2,8,11.243986635335583,6.6240652277998935
37815,10001,NA,NA,14485,0.375,NA,4188,1,8,10.54046112829013,9.21054035197885
44392,5288,NA,NA,21424,0.1082,NA,9500,1,8,10.700814552005737,8.57338447106598
92538,464,0.1665,1472,85418,0.2674,NA,22000,2,8,11.435374649951669,6.142037405587356
43845,10278,NA,NA,15531,0.2738,0.4111,9488,1,8,10.688415966213457,9.237858258012922
50936,5784,NA,NA,13744,0.1585,NA,8816,1,8,10.838325221696861,8.663023639627777
22477,90,NA,NA,NA,0.3443,NA,8143,3,8,10.020247843144828,4.51085950651685
42368,15109,NA,NA,11487,0.3179,0.2957,3375,1,8,10.65414863929668,9.623112055266786
15204,411,NA,NA,NA,0.6549,NA,8374,3,8,9.629313830109139,6.021023349349527
76310,4,NA,NA,NA,0.4167,NA,11522,2,8,11.242559270283678,1.6094379124341003
42176,5624,NA,NA,19605,0.1887,NA,8250,1,8,10.64960661786218,8.63497622707262
49044,12082,NA,NA,8015,0.1822,0.4354,7161,1,8,10.800473133352277,9.399554785027307
46283,26140,NA,NA,15701,0.3524,NA,5500,1,8,10.742530002024337,10.171260241993542
72379,1719,0.7313,NA,66726,0.571,0.5325,22167,2,8,11.189671481051029,7.450079569807499
38319,15259,NA,NA,14257,0.3499,NA,7000,1,8,10.553701135710886,9.632990304838447
32778,759,0.7795,NA,52369,0.1987,0.5281,6334,3,8,10.397512837623772,6.633318433280377
49517,3813,NA,NA,22572,0.1728,NA,9371,1,8,10.810071323940141,8.246433786160365
27978,1258,NA,NA,NA,0.618,NA,9500,3,8,10.239173766036377,7.138073034044347
67548,10794,NA,NA,33978,0.2884,0.4286,18750,2,8,11.120593735252028,9.286838342948908
68891,182,1,NA,62004,0.5211,0.619,23618,3,8,11.140280824376791,5.209486152841421
27269,207,NA,NA,NA,0.4738,NA,9500,3,8,10.213505804833561,5.337538079701318
39876,381,NA,NA,NA,0.6468,NA,9500,3,8,10.593529918142595,5.945420608606575
37542,653,NA,NA,NA,0.6052,NA,9500,3,8,10.533215585226419,6.483107351457199
32488,294,NA,NA,NA,0.522,NA,8419,3,8,10.388626069366135,5.68697535633982
74576,33,NA,NA,NA,0.2857,0.067,16500,2,8,11.219574018612523,3.5263605246161616
75951,1877,0.4417,1452,84800,0.1656,0.8088,19000,2,8,11.237843674494187,7.537962659768208
54278,7099,NA,NA,21254,0.1296,NA,9500,1,8,10.901874267286187,8.867850063029406
47348,16091,NA,NA,15561,0.2438,NA,6175,1,8,10.765279859073784,9.686077533069678
58152,1223,0.8176,1310,75861,0.3363,0.663,20000,2,8,10.97081555116447,7.1098794630722715
41393,6240,NA,NA,9437,0.3736,NA,7500,1,8,10.630867063391808,8.738895704934043
49697,564,0.3298,1020,51784,0.4426,0.4944,15738,2,8,10.813699848089813,6.336825731146441
39169,147,1,NA,NA,0.7021,NA,9500,3,8,10.575640896591837,4.997212273764115
83187,14,NA,NA,NA,0.5,NA,15000,2,8,11.328846364600997,2.70805020110221
52485,312,0.3438,NA,NA,0.5665,NA,23500,2,8,10.868282693469897,5.746203190540153
70484,805,0.473,NA,49404,0.34,0.5828,19500,2,8,11.163141012688621,6.692083742506628
78445,3204,0.7132,1346,71515,0.3612,0.6905,17653,2,8,11.270153021267056,8.07246736935477
36389,3381,NA,NA,25212,0.1162,NA,NA,1,8,10.502021810151676,8.126222529458525
42300,17712,NA,NA,14360,0.1826,NA,3500,1,8,10.65254236503437,9.782054112252597
43937,21466,NA,NA,13677,0.3112,NA,6036,1,8,10.690512068687417,9.97427215125409
82939,3553,0.6286,1384,93512,0.2025,0.8335,19500,2,8,11.325860676819078,8.175829008714597
69512,1227,0.2516,NA,86466,0.1055,0.8339,13000,2,8,11.149254678519043,7.113142108707088
63998,3188,0.8368,1287,60488,0.2144,0.7717,19500,2,8,11.066607111853518,8.067462667010057
77779,1666,0.0709,1534,85300,0.1953,0.932,10000,2,8,11.261626750851569,7.418780882750794
36328,2834,NA,NA,20730,0.3517,NA,NA,1,8,10.500344072777787,7.949797216161852
16886,93,NA,NA,NA,0.5507,NA,2976,3,8,9.734240155229445,4.543294782270004
43552,22485,NA,NA,12375,0.1598,0.3085,5500,1,8,10.681710905451192,10.020648172309706
72690,2049,0.8271,1241,76630,0.3645,0.6727,21250,2,8,11.193959102478681,7.6255950721324535
36243,3829,NA,NA,15504,0.3775,NA,6666,1,8,10.498001538187674,8.250620082174692
26956,254,NA,NA,NA,0.5491,NA,7116,3,8,10.201961186066107,5.541263545158426
22412,196,NA,NA,NA,0.5562,NA,7176,3,8,10.017351808685175,5.2832037287379885
44950,15684,NA,NA,21391,0.2617,0.2453,4750,1,8,10.713306039899766,9.660460120624778
41091,18346,NA,NA,16911,0.3426,NA,5500,1,8,10.623544398402931,9.81722135237872
42214,17657,NA,NA,15767,0.2596,NA,9256,1,8,10.650507198560563,9.778944217461527
50874,17684,NA,NA,13939,0.1523,NA,6988,1,8,10.837107266532058,9.780472101639582
143238,718,NA,NA,NA,0.1835,NA,20825,2,8,11.872262861434606,6.577861357721047
38503,10441,NA,NA,21202,0.2314,NA,4500,1,8,10.558491439318031,9.253591413970497
45120,16098,NA,NA,19371,0.1567,0.3476,4500,1,8,10.71708088617194,9.686512437242294
48224,11271,NA,NA,17126,0.1197,NA,4239,1,8,10.783612101426222,9.330077053578517
64909,35377,0.3619,NA,27780,0.3174,0.7643,12847,1,8,11.080741567962146,10.473845437003453
86522,5671,0.5238,NA,78720,0.2092,0.8367,19019,2,8,11.368153995842357,8.643297068211963
68077,18639,0.9644,NA,26488,0.4222,0.5037,12923,1,8,11.128394696471394,9.833065088239582
89812,5287,0.6171,1295,80141,0.2796,0.7006,19000,2,8,11.405473875652092,8.573195381531523
43212,15781,NA,NA,9965,0.2522,NA,7000,1,8,10.673873513436876,9.666625329080981
38317,2207,NA,NA,NA,0.5331,0.3647,9773,3,8,10.553648940919915,7.699842407396986
38317,798,NA,NA,NA,0.6216,NA,9773,3,8,10.553648940919915,6.683360945766275
56257,1294,0.9333,1150,53703,0.3172,0.5598,14419,2,8,10.937685756768543,7.166265974133638
46215,7105,NA,NA,26081,0.2061,NA,5500,1,8,10.741059699698878,8.868694776580972
78988,27601,0.8461,NA,26593,0.3524,0.6922,12000,1,8,11.2770512211772,10.225643512847986
54172,7977,NA,NA,10837,0.1089,NA,6875,1,8,10.899919448775261,8.984443032465352
47647,9889,NA,NA,20394,0.1788,NA,8250,1,8,10.771574948023742,9.199279424616758
109183,6552,0.48,1426,82026,0.1127,0.8792,16845,2,8,11.60078065251824,8.787678239039497
42193,21440,NA,NA,11162,0.2563,0.3627,6500,1,8,10.650009609487778,9.973060255888088
47224,15080,NA,NA,15974,0.1686,NA,7250,1,8,10.762657516920525,9.621190952360685
77539,1113,0.3829,1492,87564,0.11,0.8254,11853,2,8,11.258536314572247,7.01571242048723
39092,11562,NA,NA,9145,0.3539,NA,4500,1,8,10.573673121458727,9.355565624128962
28891,21,1,NA,34535,0.6154,1,NA,2,8,10.271285406914535,3.091042453358316
39269,6128,NA,NA,13915,0.3553,0.2326,9500,1,8,10.578190682516476,8.720786883485731
45294,14122,NA,NA,17002,0.216,NA,9500,1,8,10.72092985236768,9.555559953069064
18519,220,NA,NA,NA,0.767,NA,NA,3,8,9.826552511062006,5.3981627015177525
54340,809,0.8603,NA,54688,0.4411,0.4884,13000,2,8,10.90301588298034,6.697034247666484
39098,1190,NA,NA,17725,0.3182,NA,8000,1,8,10.573826593770065,7.0825485693553
41047,91,NA,NA,NA,0.4789,NA,5308,1,8,10.622473030602189,4.5217885770490405
55702,7620,NA,NA,11880,0.0991,0.443,7500,1,8,10.927771331913476,8.938662873666118
39676,12234,NA,NA,22678,0.2486,NA,3938,1,8,10.588501749865884,9.412055975876772
78812,1947,0.8653,NA,77659,0.2671,0.703,19500,2,8,11.274820548515859,7.5745584842024805
44170,8061,NA,NA,13143,0.2286,0.3619,9500,1,8,10.695801104590572,8.994916943677111
65986,5166,0.9343,NA,24648,0.3592,0.5759,13000,1,8,11.097197877295555,8.550047528287184
44897,306,NA,NA,18982,0.5602,NA,17346,3,8,10.712126256353349,5.726847747587197
59541,1933,0.6244,NA,52665,0.4378,0.5677,15000,2,8,10.994420429860368,7.56734567601324
45711,214,0.9742,NA,NA,0.6597,NA,9500,3,8,10.730094248137464,5.3706380281276624
40060,18614,NA,NA,22104,0.3582,NA,4044,1,8,10.59813360921981,9.831722986306817
71909,236,0.766,NA,71612,0.2134,0.7143,33250,2,8,11.183156709728118,5.4680601411351315
92498,20443,0.0981,1495,90300,0.2224,0.9183,16112,2,8,11.434942301645144,9.925444719888171
38861,3556,NA,NA,14074,0.2418,0.2799,NA,1,8,10.567746456002288,8.176672771948455
55619,566,0.8309,1329,43426,0.2672,0.843,18000,2,8,10.926280148482137,6.340359303727752
37822,66,NA,NA,NA,0.4844,0,16446,2,8,10.540646222887219,4.204692619390966
31141,1079,NA,NA,NA,0.7734,NA,9500,3,8,10.346280557910271,6.984716320118266
39993,222,0.9834,NA,NA,0.781,NA,9500,3,8,10.596459717781787,5.407171771460119
50552,158,1,NA,NA,0.6836,NA,9500,3,8,10.83075778845329,5.0689042022202315
43430,10150,NA,NA,9306,0.2622,NA,6500,1,8,10.678905725528868,9.225327501784431
17287,98,NA,NA,NA,0.566,NA,NA,3,8,9.757710052922787,4.59511985013459
36119,4210,NA,NA,8974,0.5598,NA,7500,1,8,10.49457432165487,8.345455428161928
41217,4456,NA,NA,18845,0.1256,NA,9500,1,8,10.626606071592057,8.402231172946555
42810,9136,NA,NA,35358,0.5518,NA,11500,3,4,10.664526999138992,9.120087382998621
37633,2522,NA,NA,19272,0.1991,NA,5500,1,8,10.535636604034492,7.833203948641057
38537,7284,NA,NA,17336,0.2096,0.2789,9500,1,8,10.55937409773463,8.893572718629306
51688,6416,NA,NA,13717,0.1194,NA,7000,1,8,10.852980925238,8.766705997750515
39633,2168,NA,NA,NA,0.5737,0.5077,10460,3,8,10.587417383546464,7.682021510826875
64778,1302,0.7705,1328,71150,0.2003,0.7035,19343,2,8,11.078721318522259,7.172424577124845
59492,764,0.8079,NA,63664,0.3391,0.5996,18125,2,8,10.993597128712489,6.639875833826536
65668,779,0.8165,NA,58010,0.4618,0.6,21500,2,8,11.09236702341441,6.659293919683638
48361,163,0.5821,NA,31300,0.7006,0.1186,NA,2,8,10.786448982761422,5.099866427824199
39552,4779,NA,NA,11496,0.3025,NA,6000,1,8,10.585371540817363,8.472195825485501
44372,1250,NA,NA,24352,0.378,0.3942,11750,1,7,10.70036391885855,7.1316985104669115
41887,3635,NA,NA,16657,0.1494,0.3957,5250,1,7,10.64273079523902,8.19863945529737
48341,5383,NA,NA,18332,0.0991,0.291,6500,1,7,10.786035340845325,8.591186871324563
39506,139,NA,NA,28043,0.3827,NA,11666,3,7,10.584207838087947,4.941642422609304
64270,10519,0.7468,1116,24902,0.2616,0.4615,14500,1,7,11.070848238365333,9.261033486291701
54659,8697,0.9735,1133,24595,0.2729,0.4693,12965,1,7,10.908869164400691,9.070848393157585
59093,397,NA,NA,37719,0.1215,NA,14750,3,7,10.986867753062814,5.986452005284438
69738,31939,0.7808,1357,37684,0.1449,0.7419,13000,1,7,11.152500641871763,10.371614421769003
50416,5549,NA,NA,54242,0.3747,0.6441,14000,2,7,10.828063863997055,8.62155320674048
65222,2014,0.1847,1365,86921,0.1445,0.8766,13400,2,7,11.085552114313185,7.608374474380783
42456,256,0.9046,NA,NA,0.6008,0.636,9500,3,7,10.65622352450773,5.54907608489522
44127,2816,NA,NA,14799,0.1234,0.2737,5500,1,7,10.694827118987453,7.943427767876373
43526,504,NA,NA,20923,0.1441,0.3354,8250,1,7,10.681113739674013,6.22455842927536
97335,6155,0.6069,1412,40560,0.1357,0.8171,17500,1,7,11.485913915723378,8.72518249495877
51591,85,0.9091,NA,NA,0.2778,NA,13375,3,7,10.85110251765231,4.454347296253507
60543,25538,0.8854,NA,31642,0.2109,0.6651,14750,1,7,11.011109135361826,10.147961974552167
37180,28086,NA,NA,23744,0.616,0.1878,12166,3,7,10.523526261275435,10.243062114822008
44592,3250,NA,NA,17275,0.1608,NA,6500,1,7,10.70530974972173,8.086717920303906
45516,165,NA,NA,NA,0.2402,NA,4750,1,7,10.7258191914769,5.111987788356544
39095,5096,NA,NA,19550,0.3072,0.1997,5500,1,7,10.573749860558614,8.536407410340042
46396,1212,NA,NA,NA,0.4662,NA,9524,3,7,10.744968527601767,7.10085190894405
71155,6025,0.7781,1355,78476,0.1425,0.756,18000,2,7,11.17261587511776,8.703838719690246
35487,6123,NA,NA,NA,0.0666,NA,NA,1,7,10.476921711213846,8.719970756777574
46349,3079,0.773,1111,27030,0.3492,0.3564,9000,1,7,10.743954995788227,8.03268487596762
45910,11476,NA,NA,21526,0.1712,0.3545,7000,1,7,10.734438237243268,9.348100311680668
22332,248,NA,NA,NA,0.5397,NA,5117,3,7,10.01377590643025,5.517452896464707
38719,400,NA,NA,20044,0.2911,NA,5973,1,7,10.564085714610725,5.993961427306569
45823,8143,0.8203,1055,24046,0.2809,0.4061,11000,1,7,10.732541427456502,9.005036738790304
52093,15002,0.988,1019,24622,0.3551,0.3154,12500,1,7,10.860785861708989,9.616005460087013
39429,634,NA,NA,17497,0.1853,0.4458,5500,1,7,10.582256865150118,6.453624998892692
28720,339,1,NA,53397,0.5136,0.3667,14750,2,7,10.26534902316216,5.8289456176102075
41450,284,NA,NA,NA,0.149,NA,17106,2,7,10.63224316056344,5.652489180268651
39893,786,NA,NA,21558,0.225,NA,5500,1,7,10.593956148890312,6.668228248417403
52231,5598,0.8585,1082,29254,0.2618,0.5124,13805,1,7,10.863431467331687,8.630343289348893
39018,619,NA,NA,21020,0.3817,NA,6000,1,7,10.571778357097207,6.429719478039138
40796,9595,NA,NA,18473,0.298,0.2058,4900,1,7,10.616339316370409,9.169101623959586
37434,3619,NA,NA,22002,0.2823,0.3068,5750,1,7,10.530334661338841,8.194229304819817
46288,4889,NA,NA,18143,0.1726,0.3201,4900,1,7,10.742638027215916,8.494947582468917
72105,2627,0.8646,1220,54800,0.3183,0.6102,19750,2,7,11.185878668996171,7.873978379604501
42958,2050,NA,NA,37505,0.4836,0.3176,9500,3,7,10.667978173164208,7.62608275807238
44643,10,1,NA,NA,0.125,0.8333,NA,2,7,10.70645279909816,2.3978952727983707
55563,3042,0.949,1120,23937,0.2857,0.3973,14475,1,7,10.925272791090912,8.02059914989697
39210,686,NA,NA,12439,0.3102,NA,NA,1,7,10.576687095286378,6.532334292222349
42169,679,NA,NA,NA,0.5947,NA,8894,3,7,10.649440632919003,6.522092798170152
31541,1077,NA,NA,NA,0.6364,NA,9088,3,7,10.359043565784862,6.982862751468942
36475,1188,NA,NA,21458,0.4535,0.545,6500,1,7,10.504382373390987,7.080867896690782
24397,149,NA,NA,NA,0.5862,NA,6756,3,7,10.10221545290255,5.0106352940962555
46833,1586,0.9971,1230,25736,0.1202,0.505,12000,1,7,10.754343361624777,7.369600720526409
60144,991,0.5931,NA,59407,0.5056,0.5148,25000,2,1,11.004496965803959,6.899723107284872
50323,1534,0.8302,NA,52957,0.5348,0.4119,19500,2,1,10.826217508039186,7.336285660021297
58562,7822,0.7333,1080,24870,0.3836,0.4844,16750,1,1,10.977841301057458,8.96482339168508
64209,1821,NA,NA,23210,0.4403,0.6667,12422,1,1,11.069898666768673,7.507690077819904
34866,209,NA,NA,NA,0.5718,NA,11259,3,1,10.45926742130316,5.3471075307174685
75001,1937,0.3704,1432,84623,0.1419,0.8205,20000,2,1,11.225256725762893,7.569411792450712
42914,402,NA,NA,26042,0.7027,NA,9500,3,1,10.666953392005027,5.998936561946683
73997,19835,0.5239,1348,39426,0.2538,0.8329,18610,1,1,11.211779830823977,9.895253747609024
43596,2693,NA,NA,39589,0.5441,0.5821,14221,2,1,10.682720682009203,7.898782356970309
38683,1008,NA,NA,NA,0.5384,NA,9500,3,1,10.563155506021905,6.9167150203536085
56469,3418,0.8298,1160,31983,0.2868,0.5752,18500,1,1,10.941447093992288,8.137103389639302
88794,5373,0.3329,1335,76074,0.0692,0.843,23251,2,1,11.394074359129903,8.589327789175437
30900,178,NA,NA,NA,0.4404,NA,6333,3,1,10.338511462885837,5.187385805840755
41344,33645,NA,NA,18370,0.4544,NA,5235,1,1,10.629682587142273,10.423649457279106
28710,402,NA,NA,NA,0.6656,NA,9304,3,1,10.26500077311511,5.998936561946683
60823,4146,0.9575,1219,64729,0.3304,0.5438,19500,2,1,11.01572328589452,8.330140460246382
39115,377,0.9466,NA,55621,0.3828,0.4218,15000,2,1,10.574261304119181,5.934894195619588
38683,928,NA,NA,NA,0.6609,NA,9500,3,1,10.563155506021905,6.834108738813838
44444,289,NA,NA,NA,0.4513,NA,6333,3,1,10.701985248703899,5.66988092298052
60126,4841,0.6038,1160,66962,0.3244,0.6307,20475,2,1,11.004197639286383,8.485083137498004
41588,1373,NA,NA,25892,0.5663,NA,9500,3,1,10.63556694309786,7.2254814727822945
38696,13603,NA,NA,28897,0.7837,0.2493,8750,3,1,10.56349151450282,9.518119146127086
83759,6531,0.7215,1242,72215,0.1617,0.757,21500,2,1,11.335698906600179,8.784468454090355
75059,7087,0.6536,NA,69289,0.158,0.7346,19860,2,1,11.226029749925072,8.866158492284917
59908,838,0.7859,950,59900,0.3265,0.6376,24000,2,1,11.000565331112286,6.732210706467206
55043,6295,0.9147,NA,29673,0.4083,0.4993,15000,1,1,10.915869976935792,8.74766979009724
90779,2146,0.2925,1415,87840,0.1377,0.8377,21000,2,1,11.416183260307571,7.671826797878781
73897,3067,0.1649,1501,89020,0.1419,0.9264,13824,2,1,11.210427510713089,8.028781162487148
59115,3511,0.8701,1110,24877,0.3515,0.5176,17002,1,1,10.987239978297215,8.163940954755008
100533,6758,0.0387,1534,88300,0.2039,0.9574,11648,2,1,11.518241310792463,8.818630229100354
72380,51,NA,NA,NA,0.4419,NA,7500,2,2,11.189685297117734,3.9512437185814275
30429,355,NA,NA,NA,0.6634,NA,9298,3,2,10.323151380044106,5.87493073085203
41448,10867,NA,NA,17232,0.3829,0.2248,5500,1,2,10.632194908494624,9.293577970546238
49307,4398,0.4658,940,27939,0.4853,0.391,17500,1,2,10.805821337781078,8.389132521348719
72950,19071,0.706,1292,30952,0.1612,0.8055,21000,1,2,11.197529553950933,9.855976569865076
59892,691,0.8451,NA,26502,0.3789,0.5743,14375,2,2,11.00029821925761,6.539585955617669
27420,152,NA,NA,NA,0.4441,NA,7733,3,2,10.219027953116305,5.030437921392435
53844,7906,NA,NA,19644,0.2613,0.1982,14308,2,2,10.893846255763984,8.975503722070927
77370,7266,0.6196,1381,76058,0.1388,0.7549,19500,2,2,11.2563543875435,8.891098830616636
73250,3154,0.8278,NA,75481,0.2032,0.7947,22250,2,2,11.201633526879315,8.056743774975313
44236,3351,NA,NA,20437,0.3579,0.3324,14250,1,2,10.697294216195251,8.117312461601975
43101,812,0.5806,868,40374,0.5789,0.4726,12750,2,2,10.67130147767883,6.70073110954781
90873,11182,0.4709,1433,83856,0.1582,0.8398,19500,2,2,11.417218206340541,9.322150047028188
103494,7569,0.1291,1487,88741,0.1012,0.9481,13500,2,2,11.547268918992684,8.931948346431495
63066,10108,0.4134,1213,54630,0.4,0.6996,19200,2,2,11.05193707605141,9.221181395154058
40092,156,NA,NA,NA,0.7387,0,14000,3,2,10.598932092144757,5.056245805348308
53804,1414,0.9952,NA,33903,0.5449,0.4929,19402,2,2,10.893103092828472,7.254884810077338
38560,3000,NA,NA,NA,0.0661,NA,NA,1,5,10.559970748724481,8.006700845440367
42836,360,0.3599,NA,23159,0.3988,0.5185,17073,2,5,10.665134149520766,5.8888779583328805
55966,2212,0.7724,NA,50778,0.3908,0.3787,15750,2,5,10.932499642474284,7.70210434005105
38518,2732,0.8824,880,29764,0.783,0.3052,22500,2,5,10.558880943484157,7.913155185928068
49006,2859,0.7347,1134,67880,0.2341,0.5206,10413,2,5,10.799698018576091,7.958576903813898
31683,84,NA,NA,NA,0.1242,NA,NA,1,5,10.363535538414585,4.442651256490317
37195,10490,NA,NA,11966,0.2949,0.5208,8279,1,5,10.523929622625442,9.258273025731485
41939,24922,NA,NA,21947,0.4015,0.3913,4500,1,5,10.643971460585572,10.123546350888414
41544,287,0.7571,NA,28344,0.6637,0.4,5000,2,5,10.634508385524155,5.662960480135946
38203,5033,NA,NA,18424,0.4054,0.4446,8550,1,5,10.550669325542444,8.523970175695261
58308,59146,0.4011,1269,23133,0.3234,0.7801,15000,1,5,10.973494584193903,10.987781149608049
36349,298,NA,NA,13272,0.3348,NA,NA,1,5,10.50092197226688,5.700443573390687
37378,1312,NA,NA,9262,0.2676,0.5313,NA,1,5,10.528837575030249,7.180069874302796
36853,875,NA,NA,NA,0.1962,NA,NA,1,5,10.514692305429964,6.775366090936392
37096,10176,NA,NA,12050,0.3454,0.4323,5500,1,5,10.521264426071296,9.227885551191932
34421,251,NA,NA,29798,0.5951,0.1818,13000,3,5,10.446422122219738,5.529429087511423
51819,1888,0.758,1250,68944,0.2085,0.6592,19500,2,5,10.855512156361394,7.543802867501509
43421,11052,NA,NA,14254,0.347,0.3921,5000,1,5,10.678698474028431,9.310457163310955
34782,1087,0.8495,NA,26617,0.7545,0.2819,11000,2,5,10.456855290567788,6.992096427415888
84131,7860,0.6481,1257,64632,0.1478,0.6655,14250,2,5,11.340130386840555,8.969669103793757
44349,7582,0.2056,1107,23970,0.5431,0.5335,17855,1,5,10.6998454395692,8.933664178700935
56746,23757,0.6613,1127,21522,0.3392,0.6257,12500,1,5,10.946340448277997,10.075674594849485
42244,19648,NA,NA,9323,0.3685,0.3683,8750,1,5,10.651217610866365,9.885781725417196
49483,2391,0.8076,1084,45744,0.2907,0.5598,15000,2,5,10.809384455226267,7.779885115070522
43445,588,0.6966,1108,34870,0.2314,0.5404,10000,2,5,10.679251049273306,6.3784261836515865
34098,225,0.9404,NA,NA,0.739,NA,9500,3,5,10.436994010525176,5.420534999272286
35442,108,0.9959,NA,NA,0.7231,NA,9500,3,5,10.475652836535291,4.6913478822291435
36288,158,0.957,NA,NA,0.6461,NA,9500,3,5,10.499242387087424,5.0689042022202315
72282,1361,NA,NA,38408,0.3677,0.3889,18000,2,5,11.188330414494908,7.2167094867094574
43137,3404,0.577,1225,62440,0.2111,0.6354,14049,2,5,10.672136376495851,8.133000218583613
60249,39508,0.5466,1163,21462,0.4137,0.7443,14246,1,5,11.006241253704788,10.584283773037043
42508,1012,NA,NA,19667,0.2775,0.3413,8250,1,5,10.657447572492586,6.920671504248683
36624,1183,0.8526,NA,35809,0.6913,0.311,16475,2,5,10.508459042192348,7.076653815443951
26752,25,NA,NA,NA,0.4444,NA,7073,3,5,10.194364515884429,3.258096538021482
